Sector Code - Calculated,Transaction Year - Calculated,Recipient Name,Reporting Organisation Narrative,x_transaction_value_usd_Sum
13020,2016,Mozambique,International Development Research Centre,422274.6456
13020,2016,Mozambique,Ministry of Foreign Affairs of the Netherlands,8880490.452
13020,2016,Mozambique,Plan International Netherlands,767834.4226
13020,2016,Mozambique,Population Services International,9372914.624
13020,2016,Mozambique,Royal Tropical Institute,218871.8188
13020,2016,Mozambique,Sweden,36205208.67
13020,2016,Mozambique,UNICEF,389560.349
13020,2016,Mozambique,U.S. Agency for International Development,18435995.66
13020,2016,Mozambique,World Bank,-60834.5
13020,2016,Myanmar,Aidsfonds - Soaaids Nederland,3964.285714
13020,2016,Myanmar,Australian Aid,855697.2198
13020,2016,Myanmar,European Commission - International Partnerships,59162.73123
13020,2016,Myanmar,"Foreign Affairs, Trade and Development Canada (DFATD)",249649.0841
13020,2016,Myanmar,"Foreign, Commonwealth and Development Office",10367330.96
13020,2016,Myanmar,Frontline AIDS,152898.1312
13020,2016,Myanmar,Health Poverty Action,5951679.272
13020,2016,Myanmar,Save The Children International,11610285.7
13020,2016,Myanmar,Sweden,6194121.428
13020,2016,Myanmar,UNICEF,1083270.881
13020,2016,Myanmar,U.S. Agency for International Development,10369548.22
13020,2016,Namibia,Aidsfonds - Soaaids Nederland,8714.285714
13020,2016,Namibia,Frontline AIDS,151503.631
13020,2016,Namibia,UNICEF,529157.608
13020,2016,Nepal,Aidsfonds - Soaaids Nederland,8714.285714
13020,2016,Nepal,Australian Aid,377926.9925
13020,2016,Nepal,Bill and Melinda Gates Foundation,1981812
13020,2016,Nepal,dance4life,302048.6832
13020,2016,Nepal,"Foreign, Commonwealth and Development Office",3644787.633
13020,2016,Nepal,Ministry for Foreign Affairs of Finland,226849.6802
13020,2016,Nepal,Netherlands Enterprise Agency,68756.2821
13020,2016,Nepal,PHASE Worldwide,50706.16659
13020,2016,Nepal,Sweden,28165.72197
13020,2016,Nepal,UNICEF,1887822.852
13020,2016,Nepal,U.S. Agency for International Development,32774760.78
13020,2016,Netherlands (the),Aidsfonds - Soaaids Nederland,8714.285714
13020,2016,Netherlands (the),Amref Flying Doctors,15490.43025
13020,2016,Netherlands (the),CHOICE for Youth and Sexuality,132971.2692
13020,2016,Netherlands (the),Royal Tropical Institute,274890.2533
13020,2016,Netherlands (the),Rutgers,790652.4208
13020,2016,Netherlands (the),Stichting Simavi,
13020,2016,New Zealand,Aidsfonds - Soaaids Nederland,8714.285714
13020,2016,Nicaragua,Aidsfonds - Soaaids Nederland,4750
13020,2016,Nicaragua,Bill and Melinda Gates Foundation,503494.11
13020,2016,Nicaragua,"Foreign Affairs, Trade and Development Canada (DFATD)",73343.17798
13020,2016,Nicaragua,Plan International Netherlands,291567.5176
13020,2016,Nicaragua,Sweden,0
13020,2016,Nicaragua,UNICEF,105047.848
13020,2016,Nicaragua,U.S. Agency for International Development,188634.81
13020,2016,Nigeria,Aidsfonds - Soaaids Nederland,8714.285714
13020,2016,Nigeria,Bill and Melinda Gates Foundation,17267901.61
13020,2016,Nigeria,Charity Projects Ltd (Comic Relief),188829.5024
13020,2016,Nigeria,European Commission - International Partnerships,10651702.8
13020,2016,Nigeria,"Foreign Affairs, Trade and Development Canada (DFATD)",3478683.481
13020,2016,Nigeria,"Foreign, Commonwealth and Development Office",28757558.53
13020,2016,Nigeria,International Development Research Centre,211791.7648
13020,2016,Nigeria,UNICEF,5589157.189
13020,2016,Nigeria,U.S. Agency for International Development,85045767.43
13020,2016,Nigeria,World Bank,89916434.9
13020,2016,Niger (the),Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),35395200
13020,2016,Niger (the),European Commission - International Partnerships,283886.5775
13020,2016,Niger (the),International Development Research Centre,917973.044
13020,2016,Niger (the),UNICEF,4340155.785
13020,2016,Niger (the),World Bank,2360583.75
13020,2016,"North & Central America, regional",Bill and Melinda Gates Foundation,3000000
13020,2016,North Macedonia,Aidsfonds - Soaaids Nederland,3964.285714
13020,2016,North Macedonia,UNICEF,258474.62
13020,2016,Norway,Aidsfonds - Soaaids Nederland,8714.285714
13020,2016,"Oceania, regional",New Zealand Ministry of Foreign Affairs and Trade,766674.908
13020,2016,Oman,UNICEF,61123.568
13020,2016,Pakistan,Aidsfonds - Soaaids Nederland,20564.28571
13020,2016,Pakistan,Bill and Melinda Gates Foundation,7518619.504
13020,2016,Pakistan,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),613501.7386
13020,2016,Pakistan,dance4life,317716.3133
13020,2016,Pakistan,"Foreign Affairs, Trade and Development Canada (DFATD)",1612635.782
13020,2016,Pakistan,"Foreign, Commonwealth and Development Office",35002588.05
13020,2016,Pakistan,International Planned Parenthood Federation,429185.2057
13020,2016,Pakistan,Ministry for Foreign Affairs of Finland,41500.8198
13020,2016,Pakistan,Plan International Netherlands,452800.0866
13020,2016,Pakistan,Rahnuma-Family Planning Assocation of Pakistan,91102.4192
13020,2016,Pakistan,Royal Tropical Institute,202624.3159
13020,2016,Pakistan,Rutgers,4984989.504
13020,2016,Pakistan,Sweden,75013.84912
13020,2016,Pakistan,UNICEF,6020800.9
13020,2016,Pakistan,U.S. Agency for International Development,67738891.11
13020,2016,Pakistan,World Bank,-30403.8
13020,2016,"Palestine, State of",Sweden,-1.00E-10
13020,2016,"Palestine, State of",UNICEF,3761212.85
13020,2016,Panama,Aidsfonds - Soaaids Nederland,4750
13020,2016,Panama,Bill and Melinda Gates Foundation,512327.34
13020,2016,Panama,World Bank,-731153.36
13020,2016,Papua New Guinea,Aidsfonds - Soaaids Nederland,8714.285714
13020,2016,Papua New Guinea,Australian Aid,562704.3827
13020,2016,Papua New Guinea,UNICEF,3656528.39
13020,2016,Paraguay,Aidsfonds - Soaaids Nederland,4750
13020,2016,Paraguay,Australian Aid,678.5178851
13020,2016,Paraguay,"Foreign Affairs, Trade and Development Canada (DFATD)",73343.17798
13020,2016,Paraguay,Sweden,757278.5683
13020,2016,Paraguay,UNICEF,1082996.186
13020,2016,Peru,Aidsfonds - Soaaids Nederland,8714.285714
13020,2016,Peru,"Foreign Affairs, Trade and Development Canada (DFATD)",182320.239
13020,2016,Peru,Frontline AIDS,197469.3826
13020,2016,Peru,International Development Research Centre,98694.53088
13020,2016,Peru,Ministry for Foreign Affairs of Finland,150822.9404
13020,2016,Peru,Sweden,550648.2596
13020,2016,Peru,UNICEF,177193.593
13020,2016,Peru,U.S. Agency for International Development,4250.09
13020,2016,Peru,World Bank,-1558994
13020,2016,Philippines (the),European Commission - International Partnerships,609368.1022
13020,2016,Philippines (the),"Foreign Affairs, Trade and Development Canada (DFATD)",1479092.537
13020,2016,Philippines (the),UNICEF,1031230.386
13020,2016,Philippines (the),U.S. Agency for International Development,4394803.12
13020,2016,Philippines (the),WGNRR,1075891.573
13020,2016,Philippines (the),World Bank,-332255.32
13020,2016,Poland,Aidsfonds - Soaaids Nederland,3964.285714
13020,2016,Poland,U.S. Agency for International Development,12691.34
13020,2016,Portugal,Aidsfonds - Soaaids Nederland,8714.285714
13020,2016,Puerto Rico,Aidsfonds - Soaaids Nederland,7000
13020,2016,Qatar,Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Qatar,U.S. Agency for International Development,37305.8
13020,2016,Réunion,Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Romania,Aidsfonds - Soaaids Nederland,19617.84637
13020,2016,Romania,World Bank,-1770845.27
13020,2016,Russian Federation (the),Aidsfonds - Soaaids Nederland,24367.84637
13020,2016,Rwanda,Aidsfonds - Soaaids Nederland,19617.84637
13020,2016,Rwanda,"Foreign Affairs, Trade and Development Canada (DFATD)",3890580.521
13020,2016,Rwanda,UNICEF,1091806.999
13020,2016,Rwanda,U.S. Agency for International Development,26289910.53
13020,2016,Saint Kitts and Nevis,Aidsfonds - Soaaids Nederland,22653.56065
13020,2016,Saint Lucia,Aidsfonds - Soaaids Nederland,22653.56065
13020,2016,Saint Martin (French part),Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Saint Pierre and Miquelon,Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Saint Vincent and the Grenadines,Aidsfonds - Soaaids Nederland,22653.56065
13020,2016,Samoa,Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Samoa,New Zealand Ministry of Foreign Affairs and Trade,55764.4608
13020,2016,San Marino,Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Sao Tome and Principe,Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Sao Tome and Principe,Australian Aid,5160.4343
13020,2016,Sao Tome and Principe,European Commission - International Partnerships,435689.4454
13020,2016,Sao Tome and Principe,UNICEF,35141.818
13020,2016,Saudi Arabia,Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Senegal,Aidsfonds - Soaaids Nederland,19617.84637
13020,2016,Senegal,Bill and Melinda Gates Foundation,454350
13020,2016,Senegal,dance4life,302048.6832
13020,2016,Senegal,"Foreign Affairs, Trade and Development Canada (DFATD)",815109.5643
13020,2016,Senegal,Frontline AIDS,202656.5561
13020,2016,Senegal,International Development Research Centre,77333.544
13020,2016,Senegal,Ministry of Foreign Affairs of the Netherlands,50671.214
13020,2016,Senegal,Save The Children International,91990.976
13020,2016,Senegal,UNICEF,1268600.976
13020,2016,Senegal,U.S. Agency for International Development,17348753.76
13020,2016,Senegal,World Bank,-10318.68
13020,2016,Serbia,Aidsfonds - Soaaids Nederland,19617.84637
13020,2016,Serbia,UNICEF,99903.576
13020,2016,Seychelles,Aidsfonds - Soaaids Nederland,19617.84637
13020,2016,Sierra Leone,Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Sierra Leone,Bill and Melinda Gates Foundation,945775.0797
13020,2016,Sierra Leone,European Commission - International Partnerships,5896534.024
13020,2016,Sierra Leone,"Foreign, Commonwealth and Development Office",39672038.07
13020,2016,Sierra Leone,International Rescue Committee Inc.,2225905.569
13020,2016,Sierra Leone,IRC-UK,2691541.126
13020,2016,Sierra Leone,UNICEF,58933845.12
13020,2016,Sierra Leone,U.S. Agency for International Development,23771898.66
13020,2016,Sierra Leone,World Bank,4279606
13020,2016,Singapore,Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Sint Maarten (Dutch part),Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Slovakia,Aidsfonds - Soaaids Nederland,19617.84637
13020,2016,Slovenia,Aidsfonds - Soaaids Nederland,20403.56065
13020,2016,Solomon Islands,Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Solomon Islands,New Zealand Ministry of Foreign Affairs and Trade,55764.4608
13020,2016,Somalia,Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Somalia,European Commission - International Partnerships,136377.384
13020,2016,Somalia,"Foreign, Commonwealth and Development Office",28915782.74
13020,2016,Somalia,Ministry for Foreign Affairs of Finland,9124603.092
13020,2016,Somalia,Sweden,9933968.328
13020,2016,Somalia,UNICEF,66876611.08
13020,2016,South Africa,Aidsfonds - Soaaids Nederland,24367.84637
13020,2016,South Africa,Amref Flying Doctors,115052.7594
13020,2016,South Africa,Bill and Melinda Gates Foundation,1200000
13020,2016,South Africa,"Foreign Affairs, Trade and Development Canada (DFATD)",1894.051711
13020,2016,South Africa,"Foreign, Commonwealth and Development Office",362634.9866
13020,2016,South Africa,Frontline AIDS,124934.1376
13020,2016,South Africa,Sweden,605897.1542
13020,2016,South Africa,UNICEF,641134.401
13020,2016,South Africa,U.S. Agency for International Development,31847.55
13020,2016,"South America, regional",Frontline AIDS,21395.48512
13020,2016,"South America, regional",Sweden,464291.6471
13020,2016,"South Asia, regional",Rutgers,966233.2345
13020,2016,"South & Central Asia, regional",Bill and Melinda Gates Foundation,1347916.5
13020,2016,"South & Central Asia, regional",European Commission - International Partnerships,385599.1964
13020,2016,South Georgia and the South Sandwich Islands,Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,"South of Sahara, regional",Bill and Melinda Gates Foundation,1737916.5
13020,2016,"South of Sahara, regional",Charity Projects Ltd (Comic Relief),1595526.933
13020,2016,"South of Sahara, regional","Foreign Affairs, Trade and Development Canada (DFATD)",215804.3158
13020,2016,"South of Sahara, regional",International Development Research Centre,824253.668
13020,2016,"South of Sahara, regional",Ministry of Foreign Affairs of the Netherlands,40681658.04
13020,2016,"South of Sahara, regional",Rutgers,966233.2345
13020,2016,"South of Sahara, regional",Sweden,35177398.45
13020,2016,"South of Sahara, regional",U.S. Agency for International Development,9980630.43
13020,2016,"South of Sahara, regional",,10853821.81
13020,2016,South Sudan,Aidsfonds - Soaaids Nederland,19617.84637
13020,2016,South Sudan,European Commission - International Partnerships,345058.1418
13020,2016,South Sudan,"Foreign Affairs, Trade and Development Canada (DFATD)",5060566.726
13020,2016,South Sudan,International Development Research Centre,38002.5228
13020,2016,South Sudan,Ministry of Foreign Affairs of the Netherlands,2007618.065
13020,2016,South Sudan,Sweden,-1.80E-16
13020,2016,South Sudan,UNICEF,4565968.982
13020,2016,South Sudan,U.S. Agency for International Development,34133899.6
13020,2016,Spain,Aidsfonds - Soaaids Nederland,19617.84637
13020,2016,Sri Lanka,Aidsfonds - Soaaids Nederland,32253.56065
13020,2016,Sri Lanka,Sweden,-1.00E-10
13020,2016,Sri Lanka,UNICEF,183145.318
13020,2016,Sudan (the),AICS - Italian Agency for Cooperation and Development,695325.9396
13020,2016,Sudan (the),European Commission - International Partnerships,300467.3518
13020,2016,Sudan (the),"Foreign, Commonwealth and Development Office",1013221.243
13020,2016,Sudan (the),UNICEF,17118335.4
13020,2016,Sudan (the),U.S. Agency for International Development,-20029.75
13020,2016,Suriname,Aidsfonds - Soaaids Nederland,26617.84637
13020,2016,Suriname,"Foreign Affairs, Trade and Development Canada (DFATD)",73343.17798
13020,2016,Svalbard and Jan Mayen,Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Sweden,Aidsfonds - Soaaids Nederland,24367.84637
13020,2016,Sweden,Amref Flying Doctors,8850.830252
13020,2016,Switzerland,Aidsfonds - Soaaids Nederland,19617.84637
13020,2016,Syrian Arab Republic,Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Syrian Arab Republic,UNICEF,5383964.405
13020,2016,Taiwan (Province of China),Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Tajikistan,AFEW International,80038.1648
13020,2016,Tajikistan,Aidsfonds - Soaaids Nederland,24367.84637
13020,2016,Tajikistan,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),497745
13020,2016,Tajikistan,Ministry for Foreign Affairs of Finland,79344.3266
13020,2016,Tajikistan,UNICEF,940938.803
13020,2016,Tajikistan,U.S. Agency for International Development,3763980.81
13020,2016,"Tanzania, United Republic of",ACORD,622676.6441
13020,2016,"Tanzania, United Republic of",Amref Flying Doctors,266903.5098
13020,2016,"Tanzania, United Republic of",Bill and Melinda Gates Foundation,140000
13020,2016,"Tanzania, United Republic of",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),34842150
13020,2016,"Tanzania, United Republic of",Charity Projects Ltd (Comic Relief),9245.1744
13020,2016,"Tanzania, United Republic of",CUAMM Trustee,166274.0279
13020,2016,"Tanzania, United Republic of","Foreign Affairs, Trade and Development Canada (DFATD)",14502142.27
13020,2016,"Tanzania, United Republic of","Foreign, Commonwealth and Development Office",671773.1143
13020,2016,"Tanzania, United Republic of",Frontline AIDS,115071.3979
13020,2016,"Tanzania, United Republic of","Ministry of Foreign Affairs, Denmark",148600
13020,2016,"Tanzania, United Republic of",Sweden,117610.3547
13020,2016,"Tanzania, United Republic of",UNICEF,13585637.88
13020,2016,"Tanzania, United Republic of",U.S. Agency for International Development,16095009.47
13020,2016,"Tanzania, United Republic of",World Bank,12555769.75
13020,2016,Thailand,Aidsfonds - Soaaids Nederland,19617.84637
13020,2016,Thailand,Sweden,121028.4234
13020,2016,Thailand,UNICEF,280676.682
13020,2016,Timor-Leste,Aidsfonds - Soaaids Nederland,19617.84637
13020,2016,Timor-Leste,Australian Aid,3535381.228
13020,2016,Timor-Leste,UNICEF,202070.094
13020,2016,Timor-Leste,U.S. Agency for International Development,2001139.47
13020,2016,Togo,Aidsfonds - Soaaids Nederland,24367.84637
13020,2016,Togo,Sweden,270593.7072
13020,2016,Togo,UNICEF,1946713.6
13020,2016,Tokelau,Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Tonga,Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Tonga,New Zealand Ministry of Foreign Affairs and Trade,55764.4608
13020,2016,Trinidad and Tobago,Aidsfonds - Soaaids Nederland,26617.84637
13020,2016,Tunisia,Aidsfonds - Soaaids Nederland,20403.56065
13020,2016,Tunisia,UNICEF,229629.54
13020,2016,Turkey,Aidsfonds - Soaaids Nederland,19617.84637
13020,2016,Turkmenistan,Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Turkmenistan,UNICEF,231801.57
13020,2016,Tuvalu,Aidsfonds - Soaaids Nederland,15653.56065
13020,2016,Uganda,Aidsfonds - Soaaids Nederland,8714.285714
13020,2016,Uganda,Amref Flying Doctors,10532.72946
13020,2016,Uganda,Amref Health Africa - UK,1077419.56
13020,2016,Uganda,Bill and Melinda Gates Foundation,550000
13020,2016,Uganda,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),553035.6207
